FAMID,cbmom_1,cbmom_2,cbmom_3,cbmom_4,cbmom_5,cbdad_1,cbdad_2,cbdad_3,cbdad_4,cbdad_5,DID31_21,DID15_21,DID27_21,DID33_21,LDS01_21,LDS02_21,LDS03_21,LDS04_21,LDS05_21,LDS06_21,LDS07_21,LDS08_21,LDS09_21,LDS10_21,LDS11_21,LDS12_21,LDS13_21,LDS14_21,LDS15_21,PSS01R_21,PSS02_21,PSS03_21,PSS04R_21,SEX2,purpose_21,stress_21,lifesat_21,MEDUC2,MPEDUC2
2178,1,1,1,2,2,1,0,0,2,2,5,5,5,5,4,4,5,5,4,5,5,5,2,5,4,4,3,1,3,4,5,5,5,2,5,4.75,3.933333333,3,3
2179,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4
2181,1,3,3,3,1,1,3,3,2,2,4,4,3,2,5,5,2,2,5,4,2,4,2,5,4,4,5,1,4,4,4,3,3,2,3.25,3.5,3.6,3,1
2182,2,NA,3,4,4,2,2,0,3,2,4,4,4,4,5,5,5,5,4,4,4,3,3,4,4,4,3,3,3,4,4,4,5,2,4,4.25,3.933333333,2,5
2184,1,1,0,0,1,1,0,0,0,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,2,1
2186,3,2,0,4,6,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA
2188,1,3,3,0,3,3,5,6,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,3,2,5,4.5,4.6,2,2
2189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,4,4,4,4,2,2,4,4,3,3,3,2,2,2,2,2,3,3,2,NA,1.25,2.5,3,3,1
2195,3,0,1,1,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,6
2198,1,3,0,2,2,5,4,2,2,1,4,3,3,3,5,4,3,3,3,2,4,4,3,4,5,3,3,2,3,3,4,3,3,1,3.25,3.25,3.4,3,NA
2200,2,2,5,5,4,2,2,4,4,6,3,4,4,4,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,2,5,1,3.75,3.5,0.666666667,3,2
2204,2,0,4,2,4,2,0,0,0,3,4,4,4,4,5,5,3,4,4,3,2,5,4,5,4,4,5,1,2,3,5,2,2,1,4,3,3.733333333,NA,NA
2214,NA,3,1,2,1,NA,5,2,2,1,5,1,5,5,5,5,0,5,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5,2,4,5,4.4,3,2
2215,NA,0,0,0,0,NA,0,0,0,0,4,4,4,3,2,2,4,4,3,5,4,4,3,5,4,4,3,2,3,NA,NA,NA,NA,2,3.75,NA,3.466666667,3,6
2219,NA,1,1,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,5
2221,NA,3,2,3,5,NA,3,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,4,5,5,5,4,2,5,4.75,4.666666667,3,3
2225,NA,3,3,2,4,NA,2,3,1,2,4,4,4,3,3,3,4,4,2,3,3,4,3,2,2,3,3,2,2,3,3,4,3,2,3.75,3.25,2.866666667,4,3
2229,NA,1,0,5,2,NA,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,2
2234,NA,1,3,5,2,NA,2,3,3,3,4,2,2,4,1,3,3,1,1,1,1,4,0,3,3,1,1,1,1,1,4,2,2,2,3,2.25,1.666666667,3,2
2235,NA,2,1,3,2,NA,2,1,3,2,4,4,4,4,5,5,5,5,4,5,5,5,4,5,4,5,4,4,4,5,4,4,3,2,4,4,4.6,4,NA
2236,NA,1,1,2,2,NA,2,2,6,5,3,4,3,4,5,5,4,5,3,4,3,3,3,3,3,3,3,1,2,3,4,3,3,2,3.5,3.25,3.333333333,2,2
2239,NA,0,0,2,0,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,6
2241,NA,3,1,3,3,NA,2,2,1,2,4,4,4,3,5,4,5,5,5,5,5,5,5,2,5,4,5,4,5,4,3,3,4,1,3.75,3.5,4.6,3,NA
2242,NA,2,2,1,0,NA,2,2,1,0,4,4,3,4,4,4,3,3,2,4,3,3,4,4,3,4,4,2,3,4,2,1,3,1,3.75,2.5,3.333333333,3,3
2243,NA,2,2,3,3,NA,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,3
2245,NA,0,0,1,0,NA,1,0,0,0,4,4,4,4,5,5,5,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,1,4,4,4.4,7,7
2246,NA,2,0,0,0,NA,1,0,0,0,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,3,4,5,5,4,4,1,4.5,4.5,4.666666667,2,3
2247,NA,2,1,3,0,NA,3,2,3,0,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,5,5,4,5,1,4,3,3,1,4,2.75,4.466666667,5,6
2248,NA,4,0,1,0,NA,2,NA,1,0,5,5,5,5,4,3,2,4,4,3,3,2,4,5,2,3,4,1,2,3,3,2,3,1,5,2.75,3.066666667,3,NA
2250,NA,2,1,0,1,NA,1,1,0,1,4,4,5,3,4,4,4,4,5,5,4,3,4,4,5,5,4,2,3,4,4,3,3,1,4,3.5,4,3,6
2252,NA,2,2,2,3,NA,2,NA,2,3,3,3,3,3,5,5,5,5,5,5,5,4,5,4,4,5,5,2,5,5,5,4,4,1,3,4.5,4.6,6,NA
2253,NA,1,1,2,2,NA,1,2,3,3,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4.8,7,7
2254,NA,0,0,0,0,NA,0,0,0,0,4,4,4,3,4,3,4,4,3,4,4,4,4,5,4,3,4,3,4,4,4,3,5,1,3.75,4,3.8,3,4
2256,NA,3,2,2,0,NA,1,2,1,1,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,5,4,5,4,4,1,4.75,4.25,4.666666667,5,3
2258,NA,0,NA,0,2,NA,0,1,4,2,2,3,2,2,5,5,4,4,4,4,4,2,4,4,3,5,4,4,3,4,5,4,4,1,2.25,4.25,3.933333333,4,NA
2261,NA,1,1,2,2,NA,0,1,1,3,4,4,3,3,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,4,5,4,4,1,3.5,4.25,4.733333333,4,4
2262,NA,0,0,2,3,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2
2268,NA,1,3,1,0,NA,1,3,1,0,5,4,5,4,5,5,5,2,1,5,0,0,0,0,0,5,5,4,2,5,5,5,2,1,4.5,4.25,2.6,2,2
2271,NA,1,0,1,0,NA,1,1,2,0,5,5,5,4,5,5,4,5,4,4,4,0,4,4,5,5,5,4,4,4,4,4,4,1,4.75,4,4.133333333,3,1
2274,NA,NA,0,5,3,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2275,NA,NA,1,2,4,NA,NA,1,2,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,4,4,3,4,4,4,2,5,3.75,4.6,3,3
2276,NA,NA,1,0,3,NA,NA,0,0,3,5,4,4,2,5,5,5,5,5,5,5,5,5,5,NA,5,4,2,5,4,5,4,4,2,3.75,4.25,4.714285714,1,NA
2279,NA,NA,2,2,1,NA,NA,2,2,1,4,4,3,3,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,5,5,3,4,2,3.5,4.25,4.266666667,3,5
2282,NA,NA,1,1,2,NA,NA,1,1,2,5,1,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,3,5,4,4,2,4,4,4.733333333,3,NA
2284,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2285,NA,NA,1,1,0,NA,NA,1,1,0,4,4,4,3,3,3,3,4,4,5,4,4,5,3,4,4,3,5,5,3,4,3,3,2,3.75,3.25,3.933333333,4,2
2286,NA,NA,0,0,1,NA,NA,0,0,1,4,4,3,2,5,5,4,4,4,5,5,5,3,5,5,5,4,4,4,4,5,5,4,2,3.25,4.5,4.466666667,2,NA
2287,NA,NA,1,0,2,NA,NA,1,1,1,4,4,4,4,5,5,4,5,5,5,3,5,4,5,3,5,5,2,3,5,3,2,2,2,4,3,4.266666667,2,3
2288,NA,NA,0,1,0,NA,NA,2,1,0,4,3,4,3,4,4,1,2,3,5,4,4,4,5,5,4,4,3,3,3,4,3,4,2,3.5,3.5,3.666666667,3,NA
2289,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2290,NA,NA,0,1,1,NA,NA,0,1,1,2,4,4,2,5,5,4,4,4,4,4,0,4,4,4,4,5,2,4,2,4,2,2,2,3,2.5,3.8,3,NA
2293,NA,NA,1,0,0,NA,NA,1,0,0,4,3,3,4,4,4,2,3,3,5,4,4,4,5,5,5,2,2,3,3,4,4,4,2,3.5,3.75,3.666666667,6,6
2294,NA,NA,0,3,2,NA,NA,0,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,4,4.75,5,3,5
2295,NA,NA,0,0,0,NA,NA,0,0,0,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,4,5,5,4,1,5,4.5,4.733333333,6,7
2296,NA,NA,0,2,2,NA,NA,1,2,1,4,4,4,4,5,5,4,4,4,5,5,5,3,4,4,4,5,4,4,4,5,4,4,1,4,4.25,4.333333333,NA,NA
2297,NA,NA,1,4,2,NA,NA,1,4,2,4,2,4,4,5,5,3,3,3,5,4,5,3,4,5,4,4,2,3,4,4,3,4,1,3.5,3.75,3.866666667,3,3
2298,NA,NA,3,0,0,NA,NA,3,0,1,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,3,1,3.75,3.5,4.866666667,5,4
2299,NA,NA,1,3,3,NA,NA,1,3,NA,5,5,5,5,5,5,4,4,4,4,4,3,5,5,5,5,3,2,2,2,4,3,3,1,5,3,4,2,NA
2300,NA,NA,0,2,0,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,7
2306,NA,NA,0,1,0,NA,NA,0,1,0,3,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,4.866666667,3,5
2307,NA,NA,2,2,0,NA,NA,1,4,0,3,3,4,3,4,4,4,3,2,3,3,2,4,4,4,3,3,2,3,5,5,4,4,1,3.25,4.5,3.2,2,2
2308,NA,NA,1,0,1,NA,NA,0,0,0,3,3,3,3,5,5,4,4,4,4,4,4,5,4,4,5,5,4,4,3,3,3,3,1,3,3,4.333333333,6,3
2309,NA,NA,0,0,0,NA,NA,0,0,0,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,4,4,4,4,1,4.75,4,4.733333333,7,6
2310,NA,NA,0,4,3,NA,NA,NA,NA,NA,3,3,3,3,5,NA,3,3,5,4,5,4,5,5,5,4,5,3,4,4,5,4,4,1,3,4.25,4.285714286,4,NA
2313,NA,NA,0,0,0,NA,NA,0,0,0,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,3,3,3,3,3,3,2,1,3,2.75,2.933333333,2,NA
2315,NA,NA,2,1,1,NA,NA,0,1,0,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,4,5,5,4,1,5,4.5,4.8,2,4
2317,NA,NA,0,NA,2,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2320,NA,NA,NA,1,1,NA,NA,NA,1,1,4,4,4,3,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,5,4,4,5,2,3.75,4.5,4.666666667,4,NA
2321,NA,NA,NA,3,1,NA,NA,NA,3,6,4,4,3,3,4,4,4,4,3,4,4,4,5,5,5,4,4,5,4,3,4,4,4,2,3.5,3.75,4.2,3,NA
2322,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4
2323,NA,NA,NA,0,NA,NA,NA,NA,0,NA,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3.75,4.25,5,3,2
2329,NA,NA,NA,4,2,NA,NA,NA,3,2,4,4,4,4,5,5,2,3,2,4,4,4,4,5,5,2,4,2,2,3,2,2,3,2,4,2.5,3.533333333,3,1
2335,NA,NA,NA,3,2,NA,NA,NA,3,1,5,4,5,5,2,2,3,4,2,1,3,3,3,4,3,4,2,2,2,3,4,2,2,2,4.75,2.75,2.666666667,3,NA
2337,NA,NA,NA,NA,3,NA,NA,NA,NA,5,5,1,5,5,3,3,3,3,2,2,2,2,2,4,5,5,3,3,3,3,3,4,3,2,4,3.25,3,5,5
2338,NA,NA,NA,0,1,NA,NA,NA,0,1,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,2,5,5,4.733333333,3,5
2339,NA,NA,NA,0,1,NA,NA,NA,0,0,4,4,4,4,5,5,4,3,3,5,4,4,5,2,4,5,4,4,2,4,4,3,4,2,4,3.75,3.933333333,6,6
2341,NA,NA,NA,1,1,NA,NA,NA,0,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4.666666667,3,6
2344,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2346,NA,NA,NA,0,1,NA,NA,NA,0,0,5,5,5,4,5,5,4,4,2,5,5,5,5,5,5,5,5,4,3,3,5,5,4,1,4.75,4.25,4.466666667,3,2
2347,NA,NA,NA,5,3,NA,NA,NA,1,1,1,3,1,2,5,3,3,3,4,5,2,2,4,3,4,3,1,1,3,4,3,2,3,1,1.75,3,3.066666667,2,2
2348,NA,NA,NA,2,1,NA,NA,NA,2,1,4,4,3,4,5,5,4,4,5,5,5,5,5,4,4,5,5,4,4,5,4,4,4,1,3.75,4.25,4.6,3,NA
2356,NA,NA,NA,2,2,NA,NA,NA,1,3,3,4,3,3,5,5,4,3,3,5,4,5,5,5,4,5,5,4,5,4,4,5,4,1,3.25,4.25,4.466666667,4,NA
2357,NA,NA,NA,3,0,NA,NA,NA,4,1,4,4,4,4,5,5,5,5,3,5,4,5,5,5,4,5,4,4,3,5,5,4,4,1,4,4.5,4.466666667,6,5
2359,NA,NA,NA,1,1,NA,NA,NA,1,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3.75,2.75,3,2,4
2361,NA,NA,NA,4,0,NA,NA,NA,3,0,4,4,4,3,5,5,5,4,4,5,5,5,4,4,4,4,4,3,4,4,5,4,5,1,3.75,4.5,4.333333333,5,4
2362,NA,NA,NA,1,1,NA,NA,NA,0,1,5,3,4,4,5,5,0,4,5,0,0,0,0,5,0,5,5,0,5,4,4,5,5,1,4,4.5,2.6,3,2
2363,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1
2364,NA,NA,NA,0,0,NA,NA,NA,0,0,4,3,2,4,4,4,2,2,3,5,4,4,4,3,3,5,4,0,3,4,4,3,3,1,3.25,3.5,3.333333333,6,7
2365,NA,NA,NA,2,1,NA,NA,NA,2,7,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,1,2.75,5,3,4,2
2366,NA,NA,NA,4,0,NA,NA,NA,NA,1,5,4,4,4,4,4,3,4,3,0,5,4,5,4,4,0,5,2,4,4,3,4,3,1,4.25,3.5,3.4,1,NA
2367,NA,NA,NA,5,3,NA,NA,NA,5,5,4,4,4,4,3,3,4,5,4,3,4,NA,3,4,3,NA,2,3,5,3,4,4,3,1,4,3.5,3.538461538,4,2
2369,NA,NA,NA,0,0,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2
2371,NA,NA,NA,1,1,NA,NA,NA,1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,1,4,4,4.866666667,6,4
2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3
2378,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2
2379,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,7
2382,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,3
2384,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,5,5,5,4,4,5,5,5,5,5,0,5,4,5,4,4,4,3,3,4,4,4,2,5,3.75,4.133333333,3,5
2386,NA,NA,NA,NA,0,NA,NA,NA,NA,0,5,5,5,5,5,5,5,5,3,4,4,5,4,5,5,5,4,4,4,2,3,2,3,2,5,2.5,4.466666667,3,5
2388,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4
2389,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,5,5,5,4,4,2,5,5,5,4,4,3,5,4,4,4,3,3,4,4,4,4,2,5,4,3.933333333,2,4
2390,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2
2391,NA,NA,NA,NA,2,NA,NA,NA,NA,5,4,5,4,4,4,4,4,4,4,4,4,4,2,5,5,3,4,3,3,4,5,4,4,2,4.25,4.25,3.8,4,3
2392,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,4
2393,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,5,4,3,5,5,4,5,5,5,4,5,5,5,5,5,5,3,5,4,4,5,4,2,4.25,4.25,4.733333333,3,3
2395,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,4,4,2,5,5,4,5,3,4,4,5,5,5,5,5,4,4,4,3,3,3,5,2,3.5,3.5,4.466666667,3,1
2397,NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,4,NA,3,5,5,5,5,5,0,5,5,5,5,4,4,5,3,4,4,4,4,4,2,NA,4,4.333333333,3,3
2398,NA,NA,NA,NA,0,NA,NA,NA,NA,4,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,1,3,4,5,1,NA
2400,NA,NA,NA,NA,6,NA,NA,NA,NA,7,3,3,3,3,3,3,4,4,3,3,2,4,4,3,3,2,4,3,3,2,4,2,3,1,3,2.75,3.2,4,NA
2401,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,5,1,1,5,5,1,3,2,2,4,4,4,4,2,3,4,1,4,2,3,3,4,1,2,3,3.2,3,1
2402,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,6
2406,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2409,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,5,4,5,5,3,5,5,5,5,5,5,5,5,3,4,4,4,4,4,1,NA,4,4.6,3,7
2410,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,4,4,4,5,5,0,5,5,5,5,5,4,5,5,5,5,2,5,4,4,3,3,1,4,3.5,4.4,3,4
2413,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
2415,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4
2416,NA,NA,NA,NA,0,NA,NA,NA,NA,0,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,3.5,4.5,5,2,5
2418,NA,NA,NA,NA,0,NA,NA,NA,NA,1,4,3,4,4,5,5,3,3,4,4,2,3,4,4,2,3,3,1,3,2,2,3,1,1,3.75,2,3.266666667,3,3
2420,NA,NA,NA,NA,7,NA,NA,NA,NA,1,4,3,4,4,4,4,2,2,2,3,2,4,4,3,5,3,2,1,2,3,3,1,3,1,3.75,2.5,2.866666667,1,1
2421,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,4,4,2,5,5,5,3,4,5,5,5,5,5,5,4,5,4,2,4,5,4,4,1,3.5,4.25,4.466666667,2,2
2425,NA,NA,NA,NA,1,NA,NA,NA,NA,0,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,1,3.75,4.75,4.866666667,3,3
2426,NA,NA,NA,NA,2,NA,NA,NA,NA,1,4,3,4,2,4,4,4,5,5,2,5,4,5,5,4,0,4,4,3,4,4,4,3,1,3.25,3.75,3.866666667,5,6
2428,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2431,1,1,2,2,3,1,0,0,1,1,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,1,5,4,5,1,3,3.75,4.066666667,5,2
2432,1,1,0,1,1,0,0,0,1,0,4,4,2,3,4,4,4,3,4,1,5,4,5,0,0,4,5,2,5,3,4,3,3,2,3.25,3.25,3.333333333,7,7
2433,1,0,0,3,2,3,NA,0,3,1,4,3,4,4,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,4,5,5,4,1,3.75,4.5,0.533333333,3,NA
2434,0,1,0,4,3,0,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA
2436,1,0,5,1,4,0,1,3,0,2,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,2,4.25,4.25,4.866666667,2,2
2437,2,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1
2438,1,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2440,2,NA,2,3,4,2,NA,1,3,5,4,3,4,3,3,3,0,2,4,4,3,3,3,4,4,4,4,3,4,4,3,2,3,NA,3.5,3,3.2,NA,NA
2442,0,3,2,4,1,3,3,2,4,1,4,3,4,3,4,4,5,4,5,5,4,4,5,5,5,5,5,1,5,5,4,3,5,2,3.5,4.25,4.4,3,NA
2443,2,1,NA,1,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,4
2444,0,1,0,0,1,0,0,0,0,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,1,5,4.75,4.666666667,3,NA
2445,4,1,2,0,0,3,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA
2446,1,1,2,1,0,1,1,3,1,0,4,4,4,4,4,4,4,4,5,5,5,3,3,4,4,4,4,4,4,5,4,3,3,1,4,3.75,4.066666667,3,3
2447,2,3,4,4,2,3,3,2,1,1,2,3,2,2,5,5,2,3,3,5,4,4,5,5,5,5,3,1,3,4,4,4,4,1,2.25,4,3.866666667,7,NA
2448,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,2,1,1,0,1,1,0,0,0,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,3
2451,1,1,0,2,NA,1,0,0,1,NA,3,3,4,3,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,3,4,4,4,1,3.25,3.75,4.666666667,3,NA
2453,2,1,4,3,2,2,4,3,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,4,3,4,1,3,3.75,2.866666667,2,NA
2454,2,4,0,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2
