FAMID,cbmom_1,cbmom_2,cbmom_3,cbmom_4,cbmom_5,cbdad_1,cbdad_2,cbdad_3,cbdad_4,cbdad_5,DID31_21,DID15_21,DID27_21,DID33_21,LDS01_21,LDS02_21,LDS03_21,LDS04_21,LDS05_21,LDS06_21,LDS07_21,LDS08_21,LDS09_21,LDS10_21,LDS11_21,LDS12_21,LDS13_21,LDS14_21,LDS15_21,PSS01R_21,PSS02_21,PSS03_21,PSS04R_21,SEX2,purpose_21,stress_21,lifesat_21,MEDUC2,MPEDUC2
1462,NA,NA,1,0,1,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,3
1463,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,NA,NA,NA,2,3,NA,NA,NA,2,3,4,4,4,3,4,4,3,4,2,2,3,3,2,4,4,3,2,2,1,3,3,3,2,1,3.75,2.75,2.866666667,1,1
1465,NA,1,1,1,3,NA,4,1,NA,NA,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4.933333333,2,NA
1466,NA,NA,NA,1,1,NA,NA,NA,3,2,3,4,3,3,4,4,3,3,1,5,3,4,4,3,5,4,1,0,1,3,3,2,3,2,3.25,2.75,3,7,3
1467,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA
1468,NA,6,2,1,0,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1
1469,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,1,4.5,4.75,4.933333333,5,6
1470,NA,1,1,6,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3
1471,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,NA,2,3,1,2,NA,2,4,1,0,3,3,3,3,5,5,3,4,5,4,4,4,5,4,5,4,5,3,5,5,4,3,5,1,3,4.25,4.333333333,3,3
1473,NA,2,0,2,1,NA,3,1,2,2,4,4,4,4,2,2,3,3,4,5,4,2,5,4,5,5,4,4,4,5,4,4,4,2,4,4.25,3.733333333,4,6
1474,3,NA,1,1,0,2,NA,0,1,0,5,5,5,5,5,5,4,5,3,4,5,5,2,4,4,4,5,4,3,4,5,5,4,NA,5,4.5,4.133333333,2,NA
1475,1,1,0,2,0,1,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,5
1476,NA,1,1,0,1,NA,1,1,0,1,4,4,4,3,5,5,4,4,4,5,5,4,5,5,5,5,5,0,5,5,5,5,4,2,3.75,4.75,4.4,7,7
1477,NA,NA,NA,0,2,NA,NA,NA,1,1,5,5,5,3,5,5,5,4,3,2,4,5,3,5,5,2,4,4,4,4,5,3,1,2,4.5,3.25,4,3,3
1478,NA,NA,0,2,3,NA,NA,NA,NA,2,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,2,4,5,5,5,5,2,4.75,5,4.666666667,2,NA
1479,NA,NA,0,1,1,NA,NA,1,1,1,4,5,4,3,4,4,3,3,2,5,4,3,4,5,5,4,3,3,2,5,4,4,5,2,4,4.5,3.6,3,3
1480,NA,NA,NA,0,1,NA,NA,NA,0,1,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,1,5,4,5,4,5,1,5,4.5,4.4,6,6
1481,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,3
1482,NA,NA,NA,1,2,NA,NA,NA,1,2,5,5,5,5,5,5,0,3,3,1,5,5,2,5,5,5,3,3,3,3,5,2,5,1,5,3.75,3.533333333,3,2
1483,NA,1,1,2,3,NA,6,1,1,1,4,4,4,3,5,5,5,5,5,5,5,4,0,5,0,0,0,0,0,5,5,4,4,2,3.75,4.5,2.933333333,2,3
1484,NA,0,0,3,1,NA,1,0,3,1,5,5,5,5,5,5,5,5,5,4,5,5,4,0,0,4,0,0,0,3,4,5,5,2,5,4.25,3.133333333,3,2
1485,4,3,1,2,2,2,2,0,3,NA,2,5,2,4,5,4,1,1,3,5,NA,3,3,5,3,5,3,2,3,3,4,3,3,1,3.25,3.25,3.285714286,2,2
1486,NA,2,2,2,1,NA,2,1,2,1,5,4,5,5,5,4,4,4,3,5,4,4,3,3,4,4,3,2,3,4,4,4,3,1,4.75,3.75,3.666666667,6,7
1487,NA,NA,NA,NA,0,NA,NA,NA,NA,1,4,4,3,3,5,5,3,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,2,3.5,4,4.733333333,3,5
1488,NA,NA,NA,NA,6,NA,NA,NA,NA,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4.75,5,5,3,5
1489,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,3,4,4,5,5,4,4,3,5,3,5,4,5,4,5,4,3,3,3,3,3,3,2,3.75,3,4.133333333,5,7
1490,NA,NA,NA,2,1,NA,NA,NA,2,1,4,5,5,4,5,5,4,4,5,5,5,4,4,5,5,5,5,4,4,4,4,3,5,2,4.5,4,4.6,3,2
1491,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3
1492,2,3,0,0,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1
1493,NA,2,2,1,0,NA,1,1,2,3,5,5,3,1,1,1,1,2,2,2,2,2,2,2,1,3,2,1,1,3,3,2,4,2,3.5,3,1.666666667,5,6
1494,NA,NA,1,1,2,NA,NA,0,1,1,4,3,4,3,4,4,4,4,4,3,4,5,5,4,5,4,5,2,4,4,4,4,4,1,3.5,4,4.066666667,7,6
1496,NA,0,0,2,2,NA,0,1,3,2,5,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,5,3,3,3,3,3,3,1,3.5,3,3.133333333,4,2
1497,3,NA,NA,3,0,1,NA,NA,1,0,4,3,3,4,5,5,4,5,4,3,5,4,5,5,4,4,5,3,5,4,4,5,4,NA,3.5,4.25,4.4,7,7
1498,NA,NA,1,1,0,NA,NA,1,1,0,5,5,5,5,5,5,2,5,4,5,4,5,2,5,3,5,5,2,4,4,4,3,3,1,5,3.5,4.066666667,3,6
1499,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,NA,NA,NA,1,2,NA,NA,NA,3,2,4,4,3,3,4,3,2,3,4,5,4,4,3,3,4,4,5,2,3,3,3,2,2,1,3.5,2.5,3.533333333,3,1
1501,NA,NA,NA,0,0,NA,NA,NA,0,0,4,4,4,5,4,4,0,4,3,5,5,3,4,4,5,5,4,3,3,3,4,3,3,2,4.25,3.25,3.733333333,3,3
1502,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3
1503,NA,1,2,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1504,2,1,0,0,0,NA,3,4,0,2,4,4,4,3,4,4,5,0,4,5,5,4,5,0,5,3,0,5,5,3,4,4,4,2,3.75,3.75,3.6,2,2
1505,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1506,NA,0,0,2,0,NA,0,0,2,0,4,2,4,4,3,3,3,4,3,3,3,4,NA,5,5,5,5,3,4,2,3,2,3,1,3.5,2.5,3.785714286,4,3
1507,NA,NA,NA,3,0,NA,NA,NA,2,0,2,2,2,1,4,3,1,4,5,3,4,0,5,0,4,3,3,2,5,4,3,4,4,1,1.75,3.75,3.066666667,3,NA
1508,NA,1,0,0,0,NA,0,0,0,0,4,4,5,4,5,5,NA,4,5,5,5,5,5,5,5,5,5,3,5,3,4,5,3,1,4.25,3.75,4.785714286,6,3
1509,3,1,1,1,3,0,1,1,1,3,4,3,4,2,5,5,4,3,4,4,4,4,4,2,3,4,4,2,4,3,3,4,4,1,3.25,3.5,3.733333333,3,2
1510,NA,NA,NA,0,0,NA,NA,NA,0,0,5,4,4,4,5,4,5,0,2,5,5,5,5,5,5,5,4,4,2,5,5,4,4,2,4.25,4.5,4.066666667,3,3
1511,NA,NA,NA,2,1,NA,NA,NA,2,1,5,4,3,2,5,5,5,5,3,5,5,5,5,5,5,5,5,3,3,3,5,5,4,2,3.5,4.25,4.6,6,NA
1512,NA,NA,NA,4,2,NA,NA,NA,1,4,5,5,5,5,4,4,5,5,5,4,5,3,4,4,5,5,5,5,4,5,4,3,4,2,5,4,4.466666667,3,NA
1513,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1515,NA,0,0,0,0,NA,NA,NA,NA,NA,4,4,4,3,4,4,2,3,2,5,4,2,5,5,4,4,4,2,3,4,5,4,4,1,3.75,4.25,3.533333333,5,NA
1517,0,1,0,1,1,0,1,0,1,0,3,3,3,3,5,5,5,3,4,5,4,5,3,5,4,5,5,5,5,3,3,3,3,2,3,3,4.533333333,3,6
1518,NA,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
1519,NA,1,1,0,0,NA,0,1,0,0,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,3.75,4,4.866666667,3,NA
1520,NA,NA,6,0,1,NA,NA,1,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,2,1
1521,NA,NA,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,NA,NA,0,1,2,NA,NA,1,1,2,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,1,4,3.25,4.133333333,5,3
1523,NA,NA,NA,0,0,NA,NA,NA,0,0,3,2,3,3,5,4,3,3,2,3,4,4,4,5,4,4,4,3,3,3,4,4,3,2,2.75,3.5,3.666666667,3,3
1524,NA,3,5,3,2,NA,NA,1,3,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4.25,5,5,4,NA
1525,NA,NA,NA,3,1,NA,NA,NA,3,4,3,3,5,4,4,3,4,1,1,5,3,4,4,5,3,4,4,1,3,3,4,2,1,2,3.75,2.5,3.266666667,3,2
1531,NA,NA,1,0,3,NA,NA,1,0,0,4,4,4,4,5,4,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,1,4,5,4.733333333,3,4
1535,NA,NA,1,2,2,NA,NA,0,2,2,4,4,4,3,5,5,4,4,2,4,4,4,4,4,2,5,4,2,2,4,4,3,4,1,3.75,3.75,3.666666667,3,3
1538,NA,NA,NA,NA,4,NA,NA,NA,NA,4,5,5,5,5,5,5,5,5,2,5,4,1,4,5,5,4,5,1,4,3,3,3,3,1,5,3,4,3,3
1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,5,5,5,5,5,4,5,5,4,5,5,3,5,2,3,4,4,3,3,2,3.25,3.5,4.4,3,2
1540,NA,NA,NA,NA,0,NA,NA,NA,NA,0,5,4,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,1,4.25,4.5,4.933333333,3,NA
1541,1,1,0,0,0,2,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1,5,3,5,6,3
1542,NA,0,0,3,2,NA,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2
1543,NA,0,NA,1,1,NA,3,1,1,1,3,3,1,4,4,4,4,3,4,5,4,4,5,4,4,5,4,4,5,5,3,4,3,1,2.75,3.75,4.2,NA,NA
1544,NA,2,1,3,4,NA,0,0,1,0,5,4,5,5,5,5,5,4,4,4,3,5,5,5,5,4,5,0,4,3,5,4,3,1,4.75,3.75,4.2,2,2
1545,NA,NA,3,1,2,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,5
1546,NA,4,1,1,0,NA,2,0,1,0,5,5,4,4,5,5,4,3,4,5,5,3,4,5,4,3,3,2,4,4,3,3,4,2,4.5,3.5,3.933333333,2,3
1547,NA,NA,0,1,1,NA,NA,2,1,1,5,5,5,4,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,4,5,5,4,2,4.75,4.5,4.666666667,6,3
1548,NA,NA,NA,2,1,NA,NA,NA,1,0,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,3,4.75,5,5,7
1549,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2
1550,NA,NA,NA,NA,3,NA,NA,NA,NA,3,5,1,5,5,0,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4.25,4.4,2,2
1551,NA,NA,3,0,0,NA,NA,3,0,0,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,5,2,4,4,4.733333333,NA,NA
1553,NA,NA,NA,NA,0,NA,NA,NA,NA,0,3,3,4,3,5,5,5,4,5,5,4,5,5,5,4,3,4,3,4,3,4,4,3,2,3.25,3.5,4.4,NA,NA
1554,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,3,3,5,5,3,3,4,1,3,4,4,4,5,3,4,4,4,3,3,3,3,2,3,3,3.733333333,NA,NA
1555,NA,NA,NA,3,4,NA,NA,NA,2,3,4,4,4,3,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,3,1,3.75,4.25,4.666666667,6,6
1556,NA,NA,0,2,4,NA,NA,0,2,2,4,4,4,4,5,5,4,4,4,5,5,5,4,3,5,4,4,2,4,4,4,3,4,2,4,3.75,4.2,4,4
1557,NA,NA,NA,3,2,NA,NA,NA,NA,3,3,4,3,2,5,5,5,4,4,5,5,5,3,5,5,2,5,5,4,5,5,4,4,2,3,4.5,4.466666667,5,NA
1558,NA,NA,NA,2,1,NA,NA,NA,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,1,5,3.5,5,2,NA
1559,3,1,1,0,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,6
1560,NA,NA,5,4,3,NA,0,1,2,3,2,3,3,2,5,5,3,3,3,5,4,5,4,5,3,3,4,2,3,4,4,3,4,1,2.5,3.75,3.8,NA,NA
1561,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,4,3,5,5,5,5,5,3,5,5,5,5,5,0,5,4,4,3,3,4,2,1,3.75,3,4.4,3,NA
1562,NA,NA,1,4,2,NA,NA,1,3,2,4,3,3,3,5,5,4,4,4,4,4,4,4,5,4,5,5,4,5,5,4,4,4,2,3.25,4.25,4.4,3,NA
1563,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1564,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA
1565,NA,0,1,1,0,NA,0,1,1,0,4,3,3,3,5,5,3,4,4,5,5,5,5,5,4,5,5,3,4,5,5,4,4,1,3.25,4.5,4.466666667,2,4
1566,NA,3,1,2,3,NA,3,2,3,3,5,3,4,4,2,2,3,3,4,4,4,2,3,4,4,2,3,3,3,3,4,3,3,2,4,3.25,3.066666667,3,1
1567,NA,NA,1,1,0,NA,NA,1,1,0,1,3,1,1,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,2,1.5,5,4.8,2,5
1568,NA,NA,2,3,2,NA,NA,2,2,2,5,2,5,5,5,5,4,4,4,5,4,2,4,5,5,5,4,3,4,5,5,4,4,2,4.25,4.5,4.2,2,2
1569,NA,NA,2,4,3,NA,NA,2,4,0,5,5,4,4,4,4,3,3,2,4,5,0,4,5,5,4,3,3,2,4,4,4,4,2,4.5,4,3.4,1,2
1570,NA,NA,NA,1,2,NA,NA,NA,0,0,5,5,5,5,3,3,5,5,4,5,5,3,4,5,5,5,5,5,4,4,5,4,3,1,5,4,4.4,3,3
1571,NA,NA,NA,1,1,NA,NA,NA,1,1,4,5,4,5,5,5,5,5,3,4,4,5,5,4,4,4,4,4,3,4,3,3,4,2,4.5,3.5,4.266666667,2,1
1572,NA,NA,NA,0,1,NA,NA,NA,2,3,4,3,2,2,5,3,3,3,3,1,3,5,4,2,5,5,4,2,2,2,3,2,2,2,2.75,2.25,3.333333333,6,NA
1573,NA,NA,NA,2,1,NA,NA,NA,2,1,3,3,3,3,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,5,4,3,3,1,3,3.75,4,2,2
1574,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,2,1,NA,3.25,3.4,2,NA
1575,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,3,5,4,4,5,2,2,5,4,4,5,4,4,5,4,3,2,3,5,4,4,4,1,4,4.25,3.733333333,2,NA
1576,NA,NA,NA,NA,2,NA,NA,NA,NA,2,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,1.75,1,1,2
1577,NA,NA,NA,2,1,NA,NA,NA,2,0,4,3,1,2,5,5,2,3,4,3,4,4,4,5,4,4,4,1,3,4,5,3,4,2,2.5,4,3.666666667,3,2
1578,NA,NA,1,1,0,NA,NA,1,1,0,4,2,3,4,3,4,4,4,5,5,5,5,2,5,5,5,5,2,3,4,4,4,3,1,3.25,3.75,4.133333333,2,2
1579,4,3,6,1,2,2,4,1,1,1,4,4,4,3,5,5,4,5,3,5,5,4,4,4,5,4,5,4,5,5,5,4,5,2,3.75,4.75,4.466666667,2,3
1580,NA,NA,NA,1,2,NA,NA,NA,1,3,4,4,4,4,5,5,5,5,3,4,5,5,5,5,4,4,5,4,4,5,4,4,4,1,4,4.25,4.533333333,3,4
1581,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,6,6
1582,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2,4,2,2,5,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,2,2.5,5,4.666666667,2,2
1583,NA,1,0,0,1,NA,1,0,0,0,3,3,3,3,4,3,1,4,4,4,5,3,5,5,5,3,4,4,5,5,4,3,4,2,3,4,3.933333333,3,4
1585,NA,NA,NA,0,1,NA,NA,NA,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,4,3,5,1,5,4.25,4.8,2,NA
1586,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,3,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,3,3,4,3,3,3,1,3,3.25,3.6,2,2
1587,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,3,5,1,3.25,3.5,3,3,3
1588,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,5,5,0,5,4,3,5,5,4,5,4,4,4,3,3,4,4,4,3,1,NA,3.75,3.933333333,3,NA
1590,NA,NA,NA,2,2,NA,NA,NA,2,4,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,0,4,2,2,5,5,4,3,2,5,4.25,3.8,6,NA
1591,NA,NA,2,1,1,NA,NA,1,0,0,4,4,4,4,2,2,0,4,5,5,5,3,5,5,5,4,4,5,4,5,5,4,5,2,4,4.75,3.866666667,3,3
1592,NA,NA,1,3,1,NA,NA,1,2,2,4,4,2,4,3,2,5,5,4,2,0,4,5,5,5,5,5,2,5,4,4,4,4,2,3.5,4,3.8,1,2
1593,NA,NA,NA,1,0,NA,NA,NA,3,7,5,4,5,4,2,2,3,5,2,3,3,1,2,3,3,4,2,1,2,3,3,4,2,2,4.5,3,2.533333333,NA,NA
1594,NA,NA,2,1,0,NA,NA,NA,3,3,1,1,1,1,5,5,3,2,2,4,4,2,3,1,3,1,2,1,2,4,3,3,4,2,1,3.5,2.666666667,3,NA
1595,NA,NA,1,2,1,NA,NA,NA,4,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,4,4,5,1,4,4.5,4.733333333,5,NA
1596,3,1,5,4,6,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
1597,NA,3,NA,2,6,NA,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,2,5,3.75,5,NA,NA
1598,NA,NA,NA,NA,2,NA,NA,NA,NA,2,5,4,5,4,5,4,5,5,3,5,5,5,4,5,5,5,5,4,4,3,4,3,3,2,4.5,3.25,4.6,NA,NA
1599,NA,NA,NA,NA,5,NA,NA,NA,NA,4,3,4,3,3,5,5,3,4,4,5,4,4,4,5,5,2,5,2,3,3,4,4,2,1,3.25,3.25,4,NA,NA
1600,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,4,3,3,1,3,3.25,3.2,3,3
1601,NA,NA,0,2,0,NA,NA,0,2,0,3,4,4,3,5,3,3,4,4,5,4,4,5,5,5,5,5,2,3,5,1,3,3,1,3.5,3,4.133333333,5,1
1602,NA,2,2,2,2,NA,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
1603,NA,1,2,2,0,NA,1,1,1,0,5,5,5,5,3,3,5,5,3,5,5,3,5,5,5,3,5,5,3,5,5,5,4,1,5,4.75,4.2,1,2
1604,0,0,1,0,3,1,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4
1605,2,1,0,0,2,3,1,0,0,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5,5,5,2,5,5,4.666666667,3,2
1606,1,2,5,3,3,1,3,2,3,4,3,4,3,3,5,3,3,3,5,4,5,5,5,4,4,4,4,3,5,3,4,3,4,2,3.25,3.5,4.133333333,4,2
1607,NA,3,2,2,1,NA,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,3,5,6,NA
1608,NA,NA,1,0,1,NA,NA,2,0,1,5,4,4,4,5,5,5,5,1,5,5,5,5,4,5,4,2,5,2,4,3,5,3,2,4.25,3.75,4.2,2,6
1609,1,0,0,2,1,2,1,0,2,1,1,3,1,3,2,2,2,2,5,4,2,2,2,2,2,4,2,1,5,4,3,2,3,1,2,3,2.6,NA,2
1611,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
1612,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,4,4,2,5,5,4,5,4,4,5,5,4,5,4,5,4,4,4,4,5,4,4,2,3.5,4.25,4.466666667,4,5
1613,NA,NA,1,1,3,NA,NA,1,2,3,5,4,5,4,5,5,4,5,2,5,4,5,5,5,5,5,3,3,2,4,3,2,3,1,4.5,3,4.2,3,4
1614,5,3,2,5,NA,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1615,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5
1616,NA,NA,0,1,0,NA,NA,0,1,1,5,5,4,5,2,2,4,4,4,5,5,4,4,5,4,4,2,2,4,4,4,3,4,2,4.75,3.75,3.666666667,4,2
1617,NA,NA,NA,1,0,NA,NA,NA,1,0,4,4,4,4,5,3,4,4,5,5,5,5,5,5,5,4,5,2,4,4,4,5,4,1,4,4.25,4.4,6,6
1618,4,2,4,3,2,4,3,NA,2,2,2,2,2,2,4,5,2,2,2,3,3,3,3,4,4,4,2,2,2,2,3,2,3,1,2,2.5,3,3,2
1619,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,4,3,1,5,5,2,3,5,5,5,5,4,5,5,5,5,1,5,3,5,3,3,1,2.75,3.5,4.333333333,NA,NA
1620,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,4,3,3,5,5,4,3,0,5,5,5,4,5,0,0,5,3,5,4,5,4,3,1,3.75,4,3.6,2,6
